,Rooms,Type,Method,Distance,Bathroom,Car,Landsize,BuildingArea,RegionName,PropertyCount,Price,Age
27777,3,h,PI,5.1,1,1,,,Western Metropolitan,7570,940000,
27778,4,h,S,5.1,1,4,594,134,Western Metropolitan,7570,1420000,119
27779,3,h,S,5.1,1,2,,104,Western Metropolitan,7570,890000,79
27780,3,h,VB,5.1,2,,147,,Western Metropolitan,7570,975000,
27781,4,h,S,15.4,2,2,,167,Eastern Metropolitan,4385,1015000,49
27782,3,h,SN,15.4,1,1,585,,Eastern Metropolitan,4385,,
27783,4,h,SN,15.4,2,0,619,164,Eastern Metropolitan,4385,,59
27784,3,h,SN,38,1,2,,,South-Eastern Metropolitan,17055,,
27785,3,h,SP,38,1,1,,102,South-Eastern Metropolitan,17055,,89
27786,3,h,PI,38,2,2,594,3,South-Eastern Metropolitan,17055,700000,
27787,3,u,S,38,,,,,South-Eastern Metropolitan,17055,610000,
27788,2,h,PI,38,2,5,,121,South-Eastern Metropolitan,17055,,99
27789,4,h,SA,36.9,2,2,599,137,Eastern Victoria,2500,595000,59
27790,4,h,S,38,2,2,773,,South-Eastern Metropolitan,7566,737500,
27791,3,h,S,38,2,2,,166,South-Eastern Metropolitan,7566,686000,19
27792,3,h,SP,38,1,4,706,,South-Eastern Metropolitan,7566,682000,
27793,3,h,SP,45.9,2,2,5018,,Northern Victoria,3376,1100000,
27794,3,h,S,12.9,1,1,561,,Western Metropolitan,3285,590000,
27795,3,h,SP,12.9,1,4,549,114,Western Metropolitan,3285,650000,39
27796,3,h,S,12.9,1,2,,117,Western Metropolitan,3285,651000,34
27797,5,h,VB,7.3,2,2,718,280,Southern Metropolitan,10412,2625000,29
27798,4,h,SP,7.3,,,,,Southern Metropolitan,10412,,
27799,3,u,PI,7.3,,,,,Southern Metropolitan,10412,1105000,
27800,3,h,S,7.3,2,4,1021,135,Southern Metropolitan,10412,1845000,49
27801,2,u,S,7.3,,,,,Southern Metropolitan,10412,1150000,
27802,2,h,SN,7.3,1,1,,,Southern Metropolitan,10412,,
27803,3,h,SN,7.3,1,1,,,Southern Metropolitan,10412,,
27804,3,h,S,7.3,1,2,,,Southern Metropolitan,10412,2412000,
27805,1,u,SP,7.3,,,,,Southern Metropolitan,10412,,
27806,4,h,PI,7.3,2,2,706,275,Southern Metropolitan,10412,2640000,119
27807,5,h,VB,7.3,3,4,,,Southern Metropolitan,10412,2300000,19
27808,4,h,S,7.3,2,2,,216,Southern Metropolitan,10412,2001000,39
27809,5,h,S,16.7,3,2,,305,Eastern Metropolitan,15321,1670000,24
27810,4,h,PI,16.7,3,1,655,,Eastern Metropolitan,15321,,
27811,4,h,SP,16.7,2,3,702,,Eastern Metropolitan,15321,,
27812,3,h,S,16.7,1,1,729,108,Eastern Metropolitan,15321,2380000,59
27813,3,h,SN,16.7,1,2,673,,Eastern Metropolitan,15321,,
27814,4,h,S,16.7,2,4,732,,Eastern Metropolitan,15321,1150000,
27815,4,t,PI,16.7,2,2,,,Eastern Metropolitan,15321,1250000,
27816,3,u,PI,16.7,,,,,Eastern Metropolitan,15321,1018000,
27817,3,u,PI,16.7,,,,,Eastern Metropolitan,15321,1250000,
27818,4,h,PN,16.7,2,2,818,,Eastern Metropolitan,15321,,
27819,5,h,S,16.7,3,2,745,288,Eastern Metropolitan,15321,2202000,15
27820,3,h,S,16.7,2,2,725,,Eastern Metropolitan,15321,1605000,
27821,3,u,SN,16.7,,,,,Eastern Metropolitan,15321,,
27822,3,h,PI,16.7,2,2,759,,Eastern Metropolitan,15321,1600000,
27823,3,h,SN,16.7,2,2,367,172,Eastern Metropolitan,15321,,21
27824,4,h,SP,16.7,2,2,,,Eastern Metropolitan,15321,1328800,
27825,3,h,S,11.2,1,2,800,,Northern Metropolitan,8870,1000000,
27826,4,h,S,11.2,2,4,697,,Northern Metropolitan,8870,1030000,
27827,4,t,SP,11.2,,,,,Northern Metropolitan,8870,745000,
27828,5,h,SP,11.2,2,4,653,,Northern Metropolitan,8870,861960,
27829,3,h,S,11.2,1,2,799,,Northern Metropolitan,8870,1171000,
27830,3,h,S,11.2,1,1,439,,Northern Metropolitan,8870,611000,
27831,2,h,S,11.2,1,2,173,,Northern Metropolitan,8870,512000,
27832,3,h,SN,11.2,1,2,591,,Northern Metropolitan,8870,,
27833,2,t,S,11.2,,,,,Northern Metropolitan,8870,530000,
27834,5,h,SP,16.1,3,2,1468,245,Northern Metropolitan,8524,,39
27835,3,h,S,16.1,2,2,359,153,Northern Metropolitan,8524,750000,8
27836,3,h,VB,16.1,,,,,Northern Metropolitan,8524,,
27837,3,h,S,16.1,1,1,,,Northern Metropolitan,8524,743000,
27838,2,u,S,16.1,,,,,Northern Metropolitan,8524,500000,
27839,4,h,S,16.1,2,2,,,Northern Metropolitan,8524,1221000,
27840,3,h,S,16.1,2,2,820,,Northern Metropolitan,8524,905000,
27841,3,h,S,20.4,2,2,790,193,Northern Metropolitan,4864,715000,29
27842,4,h,S,20.4,2,2,4007,,Northern Metropolitan,4864,1210000,
27843,5,h,VB,20.4,2,2,981,301,Northern Metropolitan,4864,1020000,29
27844,3,t,SP,11.2,,,,,Northern Metropolitan,2606,716000,
27845,2,h,S,13.8,,,,,Southern Metropolitan,5454,940000,
27846,4,h,S,13.8,3,2,1431,296,Southern Metropolitan,5454,,139
27847,5,h,VB,13.8,2,4,1088,324,Southern Metropolitan,5454,4500000,29
27848,3,h,S,13.8,2,2,604,,Southern Metropolitan,5454,2390000,
27849,2,u,S,13.8,,,,,Southern Metropolitan,5454,1081000,
27850,4,h,S,13.8,2,2,695,,Southern Metropolitan,5454,1900000,
27851,4,h,S,13.8,2,3,627,,Southern Metropolitan,5454,2610000,
27852,4,t,S,13.8,,,,,Southern Metropolitan,2356,1320000,
27853,2,u,S,13.8,,,,,Southern Metropolitan,2356,491000,
27854,2,u,SP,5.3,,,,,Southern Metropolitan,11308,607000,
27855,1,u,PI,5.3,,,,,Southern Metropolitan,11308,330000,
27856,4,h,S,5.3,2,2,417,,Southern Metropolitan,11308,2615000,99
27857,3,t,S,5.3,,,,,Southern Metropolitan,11308,1500000,
27858,4,h,S,5.3,3,2,740,,Southern Metropolitan,11308,,
27859,4,h,PI,5.3,3,2,602,,Southern Metropolitan,11308,,
27860,5,h,S,6.2,3,2,,419,Southern Metropolitan,6482,3525500,104
27861,2,u,S,6.2,,,,,Southern Metropolitan,6482,,
27862,4,h,S,6.2,1,2,668,,Southern Metropolitan,6482,2735000,
27863,3,h,S,6.2,2,2,,,Southern Metropolitan,6482,1870000,
27864,2,u,VB,6.2,,,,,Southern Metropolitan,6482,580000,
27865,4,h,SP,45.2,2,2,,,Northern Victoria,3307,726000,
27866,5,h,PI,21.3,3,2,695,292,Eastern Metropolitan,3794,820000,54
27867,3,h,S,21.3,2,2,,,Eastern Metropolitan,3794,991000,
27868,4,h,PI,21.3,2,2,,,Eastern Metropolitan,3794,,
27869,3,h,S,21.3,2,2,655,,Eastern Metropolitan,3794,830000,
27870,4,h,S,8.9,2,5,1051,,Eastern Metropolitan,2890,1540000,
27871,3,u,S,8.9,,,,,Eastern Metropolitan,2890,770000,
27872,3,h,PI,8.8,1,2,560,98,Eastern Metropolitan,2947,705000,69
27873,3,u,S,8.8,,,,,Eastern Metropolitan,2947,660500,
27874,3,h,VB,8.8,,,,,Eastern Metropolitan,2947,710000,
27875,4,h,S,8.8,2,0,408,113,Eastern Metropolitan,2674,645000,69
27876,3,h,VB,16,2,1,722,,Southern Metropolitan,4794,1325000,
27877,4,h,SP,16,2,4,837,295,Southern Metropolitan,4794,,14
27878,3,t,S,16,2,2,320,,Southern Metropolitan,4794,,
27879,3,h,VB,16,1,2,652,,Southern Metropolitan,4794,1200000,
27880,2,u,S,16,,,,,Southern Metropolitan,4794,655000,
27881,5,h,PI,18,3,2,710,273,Western Metropolitan,5556,680000,21
27882,6,h,W,37.5,3,10,33000,,Western Victoria,242,,
27883,4,h,SP,18.4,2,2,613,138,Western Metropolitan,13830,,44
27884,3,h,S,18.4,2,2,,,Western Metropolitan,13830,645000,
27885,4,h,S,18.4,2,2,933,217,Western Metropolitan,13830,693000,32
27886,4,h,SN,18.4,2,,555,105,Western Metropolitan,13830,,39
27887,3,h,S,18.4,1,2,580,,Western Metropolitan,13830,660000,
27888,4,h,S,18.4,1,4,,,Western Metropolitan,13830,595000,34
27889,3,h,S,7.8,1,2,,,Eastern Metropolitan,5549,1611000,79
27890,2,u,SN,7.8,,,,,Eastern Metropolitan,5549,,
27891,2,u,S,7.8,,,,,Eastern Metropolitan,5549,620000,
27892,3,h,SN,7.8,2,1,395,123,Eastern Metropolitan,5549,,99
27893,2,u,SP,7.8,,,,,Eastern Metropolitan,5549,,
27894,5,h,VB,7.8,2,2,,,Eastern Metropolitan,5549,1940000,89
27895,2,h,S,7.8,1,1,,,Eastern Metropolitan,1554,2365000,
27896,3,h,S,14,1,0,592,,Northern Metropolitan,851,605000,
27897,3,u,S,14,,,,,Western Metropolitan,1202,500000,
27898,4,h,S,14,2,3,,142,Western Metropolitan,1202,625000,39
27899,5,h,S,14.5,2,2,,,Western Metropolitan,2339,685000,
27900,3,h,S,11.7,2,1,386,,Western Metropolitan,5629,730000,
27901,4,h,S,11.7,2,6,778,169,Western Metropolitan,5629,855000,49
27902,4,h,S,10.4,2,4,,,Western Metropolitan,1119,799000,
27903,1,u,PI,3.4,,,,,Northern Metropolitan,5263,300000,
27904,3,t,S,3.4,2,2,,138,Northern Metropolitan,5263,1170000,7
27905,4,h,S,3.4,2,1,116,140,Northern Metropolitan,5263,939000,19
27906,2,u,SP,3.4,,,,,Northern Metropolitan,5263,490000,
27907,4,h,PI,5.4,3,3,531,332,Southern Metropolitan,10331,3385000,49
27908,2,u,S,5.4,,,,,Southern Metropolitan,10331,605000,
27909,2,t,VB,5.4,,,,,Southern Metropolitan,10331,820000,
27910,3,h,S,5.4,2,2,342,130,Southern Metropolitan,10331,1625000,94
27911,3,h,S,5.4,4,2,,,Southern Metropolitan,10331,3276000,
27912,3,h,VB,5.4,,,,,Southern Metropolitan,10331,1100000,
27913,2,u,VB,5.4,1,2,,107,Southern Metropolitan,10331,680000,129
27914,4,h,S,7.3,1,1,625,,Southern Metropolitan,2671,1880000,99
27915,3,h,S,25.2,1,1,,,South-Eastern Metropolitan,8459,675000,
27916,5,h,S,12.1,2,3,514,,Northern Metropolitan,1414,794000,
27917,3,h,S,12.1,,,,,Northern Metropolitan,1414,809000,
27918,4,h,VB,6.4,1,1,,,Western Metropolitan,1808,930000,
27919,2,h,VB,6.4,,,,,Western Metropolitan,1808,,
27920,3,u,S,23.3,,,,,Eastern Metropolitan,2949,646000,
27921,4,h,S,16.3,3,4,,,Northern Metropolitan,8279,905000,
27922,5,h,S,16.3,1,2,636,0,Northern Metropolitan,8279,591000,39
27923,4,h,S,16.3,1,2,607,,Northern Metropolitan,8279,663500,
27924,3,h,S,14.6,1,2,,,Eastern Metropolitan,1624,985000,
27925,3,u,SP,12.7,,,,,Northern Metropolitan,4168,780000,
27926,3,h,S,12.7,,,,,Northern Metropolitan,4168,756000,
27927,3,h,S,12.7,,,,,Northern Metropolitan,4168,910000,
27928,2,t,SP,6.4,,,,,Western Metropolitan,3873,606000,
27929,3,h,S,6.4,2,2,,,Western Metropolitan,3873,802000,
27930,4,h,SN,5.9,3,4,753,,Southern Metropolitan,4675,,19
27931,2,u,VB,5.9,,,,,Southern Metropolitan,4675,,
27932,3,h,S,5.9,2,3,,,Southern Metropolitan,4675,2700000,
27933,4,h,S,5.9,2,4,669,,Southern Metropolitan,4675,3500000,
27934,4,h,VB,5.9,3,2,308,,Southern Metropolitan,4675,2500000,
27935,2,u,S,5.9,,,,,Southern Metropolitan,4675,610000,
27936,4,h,S,5.9,2,2,443,,Southern Metropolitan,4675,,
27937,2,u,S,5.9,,,,,Southern Metropolitan,4675,580000,
27938,2,h,S,8.4,1,1,289,,Southern Metropolitan,8801,1235000,
27939,2,h,SP,8.4,1,2,,141,Southern Metropolitan,8801,,94
27940,3,h,S,8.4,2,2,,,Southern Metropolitan,8801,1735000,84
27941,3,h,SN,8.4,2,1,,156,Southern Metropolitan,8801,,109
27942,3,h,VB,8.4,1,3,561,,Southern Metropolitan,8801,1200000,
27943,4,h,S,8.4,1,2,667,,Southern Metropolitan,8801,1880000,
27944,5,h,SP,4.3,2,2,474,294,Western Metropolitan,4918,1725000,9
27945,5,h,SP,4.3,3,6,,321,Western Metropolitan,4918,1700000,5
27946,4,h,S,4.3,2,2,,,Western Metropolitan,4918,1156000,
27947,3,t,VB,4.3,2,2,,,Western Metropolitan,4918,800000,18
27948,3,h,VB,4.3,2,2,,182,Western Metropolitan,4918,1000000,13
27949,2,u,SP,11.4,,,,,Southern Metropolitan,2397,675500,
27950,3,h,S,11.4,1,1,,,Southern Metropolitan,2397,1600000,79
27951,2,u,VB,11.4,,,,,Southern Metropolitan,2397,675000,
27952,2,t,PI,11.4,,,,,Southern Metropolitan,2397,,
27953,3,t,S,17.4,,,,,Northern Metropolitan,4704,347500,
27954,2,u,S,0,,,,,Northern Metropolitan,17496,844000,
27955,3,h,S,31.7,1,2,,,Northern Victoria,6065,416000,
27956,4,h,SP,20,3,2,652,288,South-Eastern Metropolitan,6162,1460000,59
27957,3,u,SA,20,,,,,South-Eastern Metropolitan,6162,,
27958,4,h,S,20,,,,,South-Eastern Metropolitan,6162,1350000,
27959,4,h,S,25.9,,,,,Northern Metropolitan,5812,667000,
27960,4,h,S,25.9,,,,,Northern Metropolitan,5812,620000,
27961,4,h,S,25.9,,,,,Northern Metropolitan,5812,617500,
27962,4,h,S,17.9,,,,,Northern Metropolitan,10529,700000,
27963,3,h,S,17.9,,,,,Northern Metropolitan,10529,645000,
27964,4,h,SP,17.9,,,,,Northern Metropolitan,10529,749000,
27965,3,h,S,17.9,,,,,Northern Metropolitan,10529,487500,
27966,3,h,S,17.9,,,,,Northern Metropolitan,10529,690000,
27967,4,h,S,17.9,,,,,Northern Metropolitan,10529,750000,
27968,3,h,SP,17.9,,,,,Northern Metropolitan,10529,550000,
27969,4,h,PI,17.9,,,,,Northern Metropolitan,10529,,
27970,3,h,S,17.2,,,,,Eastern Metropolitan,6871,1080000,
27971,3,u,S,17.2,,,,,Eastern Metropolitan,6871,635000,
27972,3,h,VB,17.2,,,,,Eastern Metropolitan,6871,1120000,
27973,3,u,S,17.2,,,,,Eastern Metropolitan,6871,830000,
27974,5,h,SP,17.2,,,,,Eastern Metropolitan,6871,1825000,
27975,4,h,S,17.2,,,,,Eastern Metropolitan,6871,2150000,
27976,2,h,S,10.2,,,,,Eastern Metropolitan,2079,880000,
27977,3,h,S,16.2,,,,,Eastern Metropolitan,3891,925000,
27978,3,h,VB,6.2,,,,,Western Metropolitan,6232,1000000,
27979,1,u,SP,6.2,,,,,Western Metropolitan,6232,353000,
27980,5,h,S,6.2,,,,,Western Metropolitan,6232,2510000,
27981,1,u,SP,6.2,,,,,Western Metropolitan,6232,370000,
27982,2,u,S,6.2,,,,,Western Metropolitan,6232,456000,
27983,3,h,S,6.2,,,,,Western Metropolitan,6232,1522000,
27984,3,h,SP,14.3,,,,,Southern Metropolitan,2555,1315000,
27985,3,t,S,14.3,,,,,Southern Metropolitan,2555,1254500,
27986,3,t,PI,14.3,,,,,Southern Metropolitan,2555,885000,
27987,2,u,S,14.3,,,,,Southern Metropolitan,2555,417000,
27988,3,t,S,14.3,,,,,Southern Metropolitan,2555,1005000,
27989,3,t,PI,14.3,,,,,Southern Metropolitan,2555,850000,
27990,3,h,SP,26.5,,,,,Eastern Victoria,8280,,
27991,5,h,VB,26.5,,,,,Eastern Victoria,8280,830000,
27992,3,h,SP,26.5,,,,,Eastern Victoria,8280,737000,
27993,3,h,PI,26.5,,,,,Eastern Victoria,8280,645000,
27994,3,t,S,21.5,,,,,South-Eastern Metropolitan,3650,722000,
27995,2,h,S,21.5,,,,,South-Eastern Metropolitan,3650,1035000,
27996,5,h,VB,14.2,,,,,Eastern Metropolitan,13366,1750000,
27997,2,u,S,14.2,,,,,Eastern Metropolitan,13366,806500,
27998,4,h,S,14.2,,,,,Eastern Metropolitan,13366,1461500,
27999,3,h,S,14.2,,,,,Eastern Metropolitan,13366,1411000,
28000,3,h,SP,14.2,,,,,Eastern Metropolitan,13366,1648000,
28001,5,h,PI,14.2,,,,,Eastern Metropolitan,13366,2200000,
28002,4,t,SP,14.2,,,,,Eastern Metropolitan,13366,,
28003,5,h,S,14.2,,,,,Eastern Metropolitan,13366,1350000,
28004,3,h,S,14.2,,,,,Eastern Metropolitan,13366,1831000,
28005,4,h,S,18.8,,,,,South-Eastern Metropolitan,7113,917000,
28006,5,h,S,18.8,,,,,South-Eastern Metropolitan,7113,1150000,
28007,4,h,S,18.8,,,,,South-Eastern Metropolitan,7113,1061000,
28008,5,h,S,18.8,,,,,South-Eastern Metropolitan,7113,2480000,
28009,3,h,VB,18.8,,,,,South-Eastern Metropolitan,7113,860000,
28010,4,h,S,18.8,,,,,South-Eastern Metropolitan,7113,1193000,
28011,4,h,S,10.1,,,,,Southern Metropolitan,4442,1581000,
28012,4,h,SP,48.1,,,,,Northern Victoria,849,717500,
28013,4,h,PI,6.2,,,,,Western Metropolitan,5498,,
28014,3,h,S,6.2,,,,,Western Metropolitan,5498,1245000,
28015,3,h,S,6.2,,,,,Western Metropolitan,5498,976000,
28016,3,t,S,10.4,,,,,Western Metropolitan,2291,945000,
28017,3,h,SP,22.7,,,,,South-Eastern Metropolitan,11806,670000,
28018,3,u,S,22.7,,,,,South-Eastern Metropolitan,11806,571000,
28019,3,h,S,22.7,,,,,South-Eastern Metropolitan,11806,760000,
28020,4,h,PI,22.7,,,,,South-Eastern Metropolitan,11806,,
28021,2,h,SP,22.7,,,,,South-Eastern Metropolitan,11806,570000,
28022,5,h,S,22.7,,,,,South-Eastern Metropolitan,11806,725000,
28023,2,u,S,1.8,,,,,Northern Metropolitan,6821,485000,
28024,3,h,VB,21.1,,,,,Eastern Metropolitan,1058,1550000,
28025,3,h,SP,21.1,,,,,Eastern Metropolitan,1058,720000,
28026,2,h,S,5.3,,,,,Northern Metropolitan,11364,1122000,
28027,2,h,SA,5.3,,,,,Northern Metropolitan,11364,1190000,
28028,3,h,S,5.3,,,,,Northern Metropolitan,11364,1225000,
28029,2,t,PI,5.3,,,,,Northern Metropolitan,11364,700000,
28030,3,h,S,5.3,,,,,Northern Metropolitan,11364,,
28031,3,h,S,5.3,,,,,Northern Metropolitan,11364,1200000,
28032,4,h,S,5.3,,,,,Northern Metropolitan,11364,1406000,
28033,2,t,S,5.3,,,,,Northern Metropolitan,11364,810000,
28034,3,h,SP,5.3,,,,,Northern Metropolitan,11364,1710000,
28035,3,h,VB,5.3,,,,,Northern Metropolitan,11364,,
28036,3,u,PI,15.4,,,,,Eastern Metropolitan,4973,,
28037,2,h,S,15.4,,,,,Eastern Metropolitan,4973,879000,
28038,4,h,S,15.4,,,,,Eastern Metropolitan,4973,1330000,
28039,3,t,S,15.4,,,,,Eastern Metropolitan,4973,861080,
28040,4,h,PI,11.2,,,,,Northern Metropolitan,2651,1100000,
28041,3,h,PI,12.3,,,,,Southern Metropolitan,3224,950000,
28042,4,h,S,12.3,,,,,Southern Metropolitan,3224,615000,
28043,4,h,PI,12.3,,,,,Southern Metropolitan,3224,,
28044,3,h,VB,12.3,,,,,Southern Metropolitan,3224,1150000,
28045,3,h,S,12.3,,,,,Southern Metropolitan,2547,,
28046,2,u,SP,12.3,,,,,Southern Metropolitan,2547,,
28047,4,t,PI,12.3,,,,,Southern Metropolitan,2547,870000,
28048,3,h,S,15.5,,,,,South-Eastern Metropolitan,3692,,
28049,2,h,SP,15.5,,,,,South-Eastern Metropolitan,3692,,
28050,3,h,SP,15.5,,,,,South-Eastern Metropolitan,3692,,
28051,3,h,VB,15.5,,,,,South-Eastern Metropolitan,3692,,
28052,1,u,S,11.4,,,,,Southern Metropolitan,3578,284000,
28053,2,h,PI,11.4,,,,,Southern Metropolitan,3578,950000,
28054,4,t,PI,11.4,,,,,Southern Metropolitan,3578,,
28055,4,h,SP,47.3,,,,,Eastern Victoria,17384,525500,
28056,3,t,S,21.5,,,,,South-Eastern Metropolitan,5087,,
28057,3,t,S,21.5,,,,,South-Eastern Metropolitan,5087,960000,
28058,4,h,SP,8.5,,,,,Northern Metropolitan,7485,1000000,
28059,4,h,S,8.5,,,,,Northern Metropolitan,7485,840000,
28060,3,t,S,8.5,,,,,Northern Metropolitan,7485,812500,
28061,3,h,SP,8.5,,,,,Northern Metropolitan,7485,,
28062,3,u,S,8.5,,,,,Northern Metropolitan,7485,605000,
28063,3,h,S,31.2,,,,,South-Eastern Metropolitan,3351,760000,
28064,3,h,S,23.8,,,,,Western Metropolitan,1490,587000,
28065,3,h,S,14.7,,,,,Western Metropolitan,15542,657700,
28066,4,h,VB,14.7,,,,,Western Metropolitan,15542,,
28067,4,h,S,14.7,,,,,Western Metropolitan,15542,580000,
28068,3,h,S,14.7,,,,,Western Metropolitan,15542,721000,
28069,5,h,S,14.7,,,,,Western Metropolitan,15542,789650,
28070,2,u,S,3.5,,,,,Southern Metropolitan,8648,2852000,
28071,2,h,S,3.5,,,,,Southern Metropolitan,8648,1450000,
28072,2,u,PN,3.5,,,,,Southern Metropolitan,8648,,
28073,2,u,SP,3.5,,,,,Southern Metropolitan,8648,600000,
28074,1,u,SP,3.5,,,,,Southern Metropolitan,8648,610000,
28075,1,u,PI,3.5,,,,,Southern Metropolitan,8648,400000,
28076,3,h,S,3.5,,,,,Southern Metropolitan,8648,,
28077,3,h,S,3.5,,,,,Southern Metropolitan,8648,1753000,
28078,3,h,S,4.6,,,,,Southern Metropolitan,7717,1852500,
28079,2,u,PI,4.6,,,,,Southern Metropolitan,7717,482000,
28080,1,u,S,4.6,,,,,Southern Metropolitan,7717,427000,
28081,3,h,VB,4.6,,,,,Southern Metropolitan,7717,1400000,
28082,2,u,S,4.6,,,,,Southern Metropolitan,7717,,
28083,2,h,S,4.6,,,,,Southern Metropolitan,7717,,
28084,1,u,S,4.6,,,,,Southern Metropolitan,7717,,
28085,4,h,PI,8.4,,,,,Northern Metropolitan,14577,800000,
28086,2,h,S,8.4,,,,,Northern Metropolitan,14577,,
28087,2,u,SP,8.4,,,,,Northern Metropolitan,14577,515000,
28088,3,h,S,8.4,,,,,Northern Metropolitan,14577,967500,
28089,4,h,S,8.4,,,,,Northern Metropolitan,14577,1265000,
28090,3,h,S,3.5,,,,,Northern Metropolitan,1008,,
28091,4,h,S,18,,,,,Eastern Metropolitan,938,1630000,
28092,3,h,S,12,,,,,Northern Metropolitan,21650,777500,
28093,3,h,PI,12,,,,,Northern Metropolitan,21650,780000,
28094,3,u,SP,12,,,,,Northern Metropolitan,21650,680000,
28095,3,h,S,12,,,,,Northern Metropolitan,21650,883000,
28096,3,h,PI,12,,,,,Northern Metropolitan,21650,,
28097,3,h,SP,12,,,,,Northern Metropolitan,21650,645000,
28098,3,u,S,12,,,,,Northern Metropolitan,21650,645000,
28099,3,u,PI,12,,,,,Northern Metropolitan,21650,,
28100,3,h,S,12,,,,,Northern Metropolitan,21650,740000,
28101,3,u,PI,12,,,,,Northern Metropolitan,21650,,
28102,4,h,VB,12,,,,,Northern Metropolitan,21650,690000,
28103,3,h,S,12,,,,,Northern Metropolitan,21650,876000,
28104,3,u,S,12,,,,,Northern Metropolitan,21650,701000,
28105,2,u,PI,12,,,,,Northern Metropolitan,21650,,
28106,3,u,PI,2.4,,,,,Northern Metropolitan,14949,1125000,
28107,3,h,SP,2.4,,,,,Northern Metropolitan,14949,1280000,
28108,2,h,S,2.4,,,,,Northern Metropolitan,14949,1391000,
28109,3,h,S,2.4,,,,,Northern Metropolitan,14949,,
28110,2,h,VB,2.4,,,,,Northern Metropolitan,14949,1100000,
28111,4,h,S,2.4,,,,,Northern Metropolitan,14949,2080000,
28112,2,h,S,2.4,,,,,Northern Metropolitan,14949,1339000,
28113,1,u,VB,2.4,,,,,Northern Metropolitan,14949,500000,
28114,1,u,S,2.4,,,,,Northern Metropolitan,14949,455000,
28115,2,u,S,2.4,,,,,Northern Metropolitan,14949,692500,
28116,3,u,S,2.4,,,,,Northern Metropolitan,14949,670000,
28117,3,h,VB,2.4,,,,,Northern Metropolitan,14949,,
28118,4,h,S,19.9,,,,,Eastern Metropolitan,7785,1185000,
28119,3,h,PI,19.9,,,,,Eastern Metropolitan,7785,,
28120,5,h,PI,21.3,,,,,Eastern Metropolitan,4407,,
28121,3,h,S,19.9,,,,,Eastern Metropolitan,3619,845000,
28122,4,h,S,19.9,,,,,Eastern Metropolitan,3619,1025000,
28123,4,h,VB,8.9,,,,,Eastern Metropolitan,3540,1480000,
28124,4,h,S,8.9,,,,,Eastern Metropolitan,3540,1175000,
28125,2,u,S,8.9,,,,,Eastern Metropolitan,3540,763000,
28126,5,h,PI,23.5,,,,,South-Eastern Metropolitan,11667,740000,
28127,4,h,S,23.5,,,,,South-Eastern Metropolitan,11667,1131000,
28128,4,h,SP,23.5,,,,,South-Eastern Metropolitan,11667,1050000,
28129,4,h,S,20.6,,,,,Northern Metropolitan,5833,672000,
28130,4,h,PI,20.6,,,,,Northern Metropolitan,5833,,
28131,4,h,S,20.6,,,,,Northern Metropolitan,5833,590000,
28132,5,h,S,15.2,,,,,Southern Metropolitan,4497,,
28133,3,t,S,15.2,,,,,Southern Metropolitan,4497,1064000,
28134,2,u,VB,15.2,,,,,Southern Metropolitan,4497,430000,
28135,4,h,SN,15.2,,,,,Southern Metropolitan,4497,,
28136,2,h,S,15.2,,,,,Southern Metropolitan,4497,1140000,
28137,2,t,S,15.2,,,,,Southern Metropolitan,4497,830000,
28138,3,h,S,15.2,,,,,Southern Metropolitan,4497,1675000,
28139,3,h,S,15.2,,,,,Southern Metropolitan,4497,,
28140,2,u,S,15.2,,,,,Southern Metropolitan,4497,790000,
28141,5,h,S,22.2,,,,,Eastern Metropolitan,2206,1319000,
28142,5,h,SP,22.2,,,,,Eastern Metropolitan,2206,,
28143,4,h,S,11,,,,,Western Metropolitan,852,870000,
28144,3,h,SP,5.1,,,,,Western Metropolitan,2417,1070000,
28145,2,h,SP,5.1,,,,,Western Metropolitan,2417,905000,
28146,2,h,SP,5.1,,,,,Western Metropolitan,2417,1000000,
28147,2,h,PN,6.2,,,,,Western Metropolitan,984,,
28148,3,u,SP,1.9,,,,,Southern Metropolitan,5943,,
28149,3,h,S,1.9,,,,,Southern Metropolitan,5943,1820000,
28150,3,h,VB,1.9,,,,,Southern Metropolitan,5943,1950000,
28151,2,u,S,1.9,,,,,Southern Metropolitan,5943,600000,
28152,4,h,S,20.5,,,,,Northern Metropolitan,7969,692000,
28153,4,h,S,20.5,,,,,Northern Metropolitan,7969,920000,
28154,4,h,SP,20.5,,,,,Northern Metropolitan,7969,750000,
28155,4,h,S,20.5,,,,,Northern Metropolitan,7969,662000,
28156,4,h,S,20.5,,,,,Northern Metropolitan,7969,752000,
28157,3,h,S,20.5,,,,,Northern Metropolitan,7969,572000,
28158,2,u,S,2.7,,,,,Southern Metropolitan,14887,1950000,
28159,2,u,S,2.7,,,,,Southern Metropolitan,14887,835000,
28160,2,u,SP,2.7,,,,,Southern Metropolitan,14887,765000,
28161,3,h,S,2.7,,,,,Southern Metropolitan,14887,3075000,
28162,1,u,S,2.7,,,,,Southern Metropolitan,14887,608000,
28163,3,h,VB,2.7,,,,,Southern Metropolitan,14887,1700000,
28164,2,u,S,2.7,,,,,Southern Metropolitan,14887,860000,
28165,1,u,S,2.7,,,,,Southern Metropolitan,14887,560000,
28166,2,h,SN,2.7,,,,,Southern Metropolitan,14887,,
28167,2,u,SP,6.2,,,,,Western Metropolitan,1223,690000,
